x,y,label,path
16.806877,-6.325897,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_133805_P7_L0.png
31.413803,22.099844,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_133982_P5_L0.png
15.978231,-6.170748,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_134001_P9_L0.png
18.36267,-4.627352,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_134196_P5_L0.png
24.449722,-6.098828,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_134721_P1_L0.png
18.637424,-4.202195,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_135180_P5_L0.png
20.844433,-25.436338,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_139033_P10_L0.png
21.564917,-2.6392286,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_139401_P2_L0.png
29.007418,22.258451,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_141359_P4_L0.png
20.147375,-5.777636,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_147284_P1_L0.png
25.345564,-28.551613,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_14978_P2_L0.png
15.468987,-5.7846937,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_151365_P1_L0.png
9.456637,32.633125,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_151752_P6_L0.png
18.743315,0.9912853,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_151957_P20_L0.png
17.584843,25.802454,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_152131_P1_L0.png
21.893608,16.205372,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_154422_P33_L0.png
27.197155,-13.692344,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_158235_P11_L0.png
25.090466,-20.008127,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_158236_P12_L0.png
16.64333,-1.5190184,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_158847_P1_L0.png
23.728275,-14.790507,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_159525_P11_L0.png
11.464173,22.705833,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_160773_P6_L0.png
10.846221,26.281149,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_160938_P1_L0.png
33.41818,-16.776697,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_161810_P1_L0.png
18.117199,-0.53910357,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_161877_P1_L0.png
22.197308,10.055541,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_164436_P5_L0.png
26.089842,-17.459288,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_164905_P1_L0.png
20.496649,-4.704838,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_164905_P2_L0.png
18.930853,-4.594059,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_164959_P2_L0.png
25.246681,-11.75047,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_166410_P7_L0.png
28.487904,-9.551562,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_166411_P4_L0.png
27.63986,-16.2843,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_166411_P5_L0.png
14.507103,-5.0119147,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_167166_P2_L0.png
18.928675,-7.4567237,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_168269_P5_L0.png
17.778692,-0.624245,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_168820_P1_L0.png
21.02185,-3.2375114,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_170567_P8_L0.png
17.397364,-1.6116557,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_170820_P3_L0.png
30.276142,-14.700475,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_170947_P12_L0.png
18.18444,-5.526669,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171197_P1_L0.png
25.36475,-9.011129,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171251_P1_L0.png
17.325855,-6.2790766,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171253_P13_L0.png
19.927958,-3.3596053,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171254_P2_L0.png
22.21245,-7.899697,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171306_P10_L0.png
17.99827,-2.5344818,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_171515_P12_L0.png
20.037745,-4.4402437,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_172486_P1_L0.png
14.167919,-26.444874,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_173654_P17_L0.png
23.34739,-14.849001,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_175634_P13_L0.png
19.829582,-0.6053777,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_176533_P1_L0.png
19.866924,-5.7489023,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_176586_P32_L0.png
23.856462,-14.701882,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_176806_P1_L0.png
23.574608,23.3851,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177311_P1_L0.png
18.878695,-0.45540634,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177311_P3_L0.png
21.41131,22.191492,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177312_P2_L0.png
22.162695,22.422882,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177313_P8_L0.png
31.254374,21.98381,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177649_P4_L0.png
22.367195,12.676242,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177780_P1_L0.png
20.10675,13.572321,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177831_P1_L0.png
19.14185,-2.4274457,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_177831_P3_L0.png
22.05671,-2.3743432,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178026_P1_L0.png
28.360327,-12.643743,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178063_P1_L0.png
16.34877,-27.40325,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178086_P13_L0.png
19.048182,-7.0595837,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178115_P4_L0.png
20.423594,0.23983645,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178193_P1_L0.png
21.91517,-2.3519568,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_178865_P1_L0.png
10.824407,19.961937,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179026_P1_L0.png
14.027913,-25.359283,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179346_P4_L0.png
20.84664,-5.6357408,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179350_P8_L0.png
18.671452,-6.333993,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179516_P4_L0.png
20.87208,-2.9156578,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179545_P5_L0.png
20.295033,0.039994147,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179930_P1_L0.png
25.875765,-10.184662,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179977_P1_L0.png
10.838979,28.93863,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_179999_P15_L0.png
26.689936,-8.964367,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180085_P16_L0.png
31.987305,-18.226742,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180121_P1_L0.png
21.637701,-23.695969,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180122_P1_L0.png
27.518581,-26.399374,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180171_P19_L0.png
18.235113,-6.1685376,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180171_P3_L0.png
19.284746,-9.653299,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180270_P2_L0.png
23.211424,6.976401,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180529_P10_L0.png
9.606797,25.75852,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_180695_P2_L0.png
17.524067,-1.7137159,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_181054_P1_L0.png
13.642629,-25.608618,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_181408_P1_L0.png
26.194048,-9.730771,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_182860_P1_L0.png
24.669996,-10.495166,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_182862_P8_L0.png
26.716763,-11.214141,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_182863_P5_L0.png
14.558735,-4.973203,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_182929_P18_L0.png
20.941456,19.83485,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_183267_P1_L0.png
18.981344,-5.1359715,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_183458_P2_L0.png
15.204721,-27.292463,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_183901_P10_L0.png
20.571457,-22.8271,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_184035_P19_L0.png
23.186909,20.43954,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_184397_P10_L0.png
21.316177,-28.260035,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_184838_P1_L0.png
32.36927,-16.024183,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_186163_P4_L0.png
24.304176,-7.638761,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_186615_P14_L0.png
21.520424,-3.2910278,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_186615_P1_L0.png
20.26994,-3.9227328,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_187009_P6_L0.png
21.318033,-5.105225,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_187410_P1_L0.png
20.404778,-4.8708997,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_187548_P5_L0.png
23.785028,8.309334,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_188484_P1_L0.png
27.057531,-10.777948,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_188979_P1_L0.png
19.137236,-4.6870966,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_191175_P2_L0.png
38.951286,-2.9139493,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_191426_P3_L0.png
30.892414,-6.9259834,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_194307_P12_L0.png
39.55624,-1.4393345,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_197956_P7_L1.png
17.2515,-7.1059704,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_205768_P4_L0.png
27.755442,-11.271403,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_205907_P24_L0.png
26.987255,-18.756134,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_205908_P3_L0.png
28.182404,-6.166269,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_206323_P3_L0.png
29.687017,-11.931083,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_206323_P3_L1.png
26.888645,-24.048773,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_206323_P3_L2.png
26.357882,-13.251347,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_21677_P3_L0.png
20.382978,-9.479427,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_21677_P3_L1.png
21.12646,-0.77369756,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_30605_P2_L0.png
25.11683,-15.628821,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_30992_P1_L0.png
27.79275,-7.7160583,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_32113_P2_L0.png
21.224834,-2.6962655,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_34634_P13_L0.png
23.43234,7.3628507,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_37040_P10_L0.png
21.194412,-2.2224333,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_38723_P1_L0.png
25.880848,-9.136843,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_40762_P2_L0.png
25.247595,-9.04561,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_51167_P2_L0.png
16.703205,-6.037612,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_57537_P2_L0.png
25.551548,-9.32304,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_62643_P1_L0.png
22.1689,-7.0961285,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H0_63793_P6_L0.png
35.463776,-2.34135,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200120_P5_L0.png
35.36161,-2.0541935,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200120_P5_L1.png
35.41455,-2.2736287,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200120_P5_L2.png
21.64098,0.9747199,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200176_P16_L0.png
23.337645,16.834429,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200176_P16_L1.png
23.70813,7.5679016,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200176_P16_L2.png
20.285942,-9.669821,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200230_P11_L0.png
27.738745,-24.02194,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200230_P11_L1.png
23.990873,-20.702982,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200230_P11_L2.png
38.886414,-8.504942,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200253_P9_L0.png
22.616648,-3.7622886,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200823_P1_L0.png
23.978542,-5.4260077,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200823_P1_L1.png
28.966953,17.17652,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200882_P1_L1.png
21.13876,-0.476485,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200905_P1_L0.png
21.501326,-3.92828,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200927_P1_L0.png
13.8552065,-24.583757,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200927_P1_L1.png
23.749928,-2.6743343,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_200969_P16_L0.png
17.013372,-7.6543455,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_201016_P1_L0.png
22.810328,-0.5556422,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_201067_P18_L0.png
21.934053,-1.1215986,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_201067_P18_L1.png
22.766024,5.095001,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_201067_P18_L2.png
13.356197,-30.408697,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_201345_P12_L0.png
18.646421,-1.3932784,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202171_P6_L0.png
29.692028,7.926703,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202171_P6_L2.png
26.947649,8.674517,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202403_P2_L0.png
28.309687,15.579772,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202403_P2_L1.png
33.056442,-18.80853,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202462_P2_L0.png
23.34046,-20.587849,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_202462_P2_L1.png
19.187086,-3.3629107,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_203572_P16_L0.png
30.07194,-22.567577,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_203572_P16_L1.png
20.479095,-10.663584,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_203803_P1_L0.png
28.248558,-9.860324,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_203803_P1_L1.png
20.941132,-19.559828,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_203803_P1_L2.png
20.55149,-3.9980505,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_204304_P15_L0.png
34.812027,-2.393154,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_204304_P15_L1.png
19.740948,-0.7039189,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_204933_P7_L0.png
8.642708,30.96157,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_204933_P7_L1.png
14.492519,-4.978812,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_206947_P6_L0.png
9.563067,24.137182,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_206947_P6_L1.png
10.894294,20.193068,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_206947_P6_L2.png
22.76656,5.1347322,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_207225_P7_L0.png
20.593897,-5.2565217,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208066_P14_L0.png
26.425808,-12.524143,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208066_P14_L1.png
26.45497,-12.703741,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208066_P14_L2.png
21.350002,1.1199552,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208241_P2_L0.png
21.378433,0.9075092,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208241_P5_L0.png
15.429371,22.140926,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208241_P5_L1.png
23.434324,7.2863455,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208241_P5_L2.png
21.260712,-2.9435654,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208293_P8_L0.png
33.622887,-20.52631,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208293_P9_L0.png
27.597677,-7.6791725,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208293_P9_L1.png
32.44167,-14.706413,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208293_P9_L2.png
25.010187,31.70922,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_208585_P8_L0.png
19.325575,-4.13884,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_209043_P6_L0.png
23.68556,-19.23277,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_209043_P6_L1.png
25.047386,-16.549309,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_209043_P6_L2.png
22.767107,-5.8599496,Psoriasis_Frontal,data\skin_faces\건선\Psoriasis_Frontal\H1_210588_P7_L0.png
-8.112253,2.1514833,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69001_P0_L0.png
-6.6621776,6.751612,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69007_P0_L0.png
1.4678576,5.2657795,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69014_P0_L0.png
-8.62282,-1.6348083,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69016_P0_L0.png
-5.203124,0.38156936,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69019_P0_L0.png
-2.2984273,2.220894,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69021_P0_L0.png
-9.770704,7.995447,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69024_P0_L0.png
-5.709168,6.1040874,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69026_P0_L0.png
-3.40991,3.8714705,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69027_P0_L0.png
-4.4672356,-0.123576336,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69029_P0_L0.png
-5.398575,4.348671,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69032_P0_L0.png
-8.212048,0.18664527,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69033_P0_L0.png
-1.1707561,2.5534582,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69034_P0_L0.png
-6.3323684,0.31962824,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69035_P0_L0.png
-7.7783103,4.2159824,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69036_P0_L0.png
-1.9423441,-0.15976009,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69039_P0_L0.png
-4.4174905,1.9568108,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69040_P0_L0.png
-3.0599167,7.0212107,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69043_P0_L0.png
-1.2697581,1.7405819,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69044_P0_L0.png
-7.935511,6.8245025,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69045_P0_L0.png
-8.503595,1.8172153,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69050_P0_L0.png
-7.671541,10.333661,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69052_P0_L0.png
-6.919413,3.6635141,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69055_P0_L0.png
-5.913654,3.102881,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69056_P0_L0.png
-8.399349,10.148692,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69061_P0_L0.png
-10.051418,6.826123,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69062_P0_L0.png
-4.6546626,7.0932894,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69064_P0_L0.png
-17.555584,-4.788744,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69065_P0_L0.png
-1.3843446,3.029139,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69069_P0_L0.png
-1.1826534,6.891171,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69072_P0_L0.png
-6.679851,4.793021,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69077_P0_L0.png
-11.476399,3.4767337,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69078_P0_L0.png
-7.7286425,7.8551664,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69079_P0_L0.png
0.59315044,3.9189272,Psoriasis_side,data\skin_faces\건선\Psoriasis_side\Z4_69083_P0_L0.png
