x,y,label,path,cluster
18.408482,-16.442968,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p010.png,4
8.511793,29.448444,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p011.png,4
4.446625,25.276587,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p012.png,4
7.9712467,30.400507,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p013.png,4
21.672762,20.807716,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p014.png,1
5.261121,30.860914,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p015.png,4
5.6688,23.332434,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p016.png,4
15.796341,31.460323,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p017.png,4
-30.884785,-24.313213,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011308_p018.png,0
-35.443386,-27.05795,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p001.png,3
5.686403,-29.501822,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p002.png,2
-3.6339998,21.970531,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p003.png,4
-10.3521805,-3.2676256,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p004.png,8
-12.959202,-16.482878,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p005.png,8
6.494642,-21.029379,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p006.png,2
-12.463835,-16.63973,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p007.png,8
8.508588,-19.414139,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p008.png,2
-13.038236,-17.535677,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p009.png,5
-9.0584755,5.8194427,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p010.png,8
-12.660696,-16.97165,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p011.png,8
-1.1994597,-12.585396,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p012.png,8
-2.9897435,-17.30953,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p013.png,5
-12.562177,0.2959086,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p014.png,8
-11.332516,-16.93275,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p015.png,5
6.625518,-19.45478,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p016.png,2
-11.671074,-17.75923,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p017.png,5
-7.6514845,-0.463838,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p018.png,5
-2.049932,-18.227077,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p019.png,8
-9.869585,6.0137463,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p020.png,8
-11.816937,-16.936531,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p021.png,8
-7.6842155,-4.24693,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p022.png,8
-13.166779,-17.75181,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p023.png,5
-6.588973,-4.8832974,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p024.png,8
-15.220563,-17.826622,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p025.png,0
-28.047165,-26.936422,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p026.png,0
-27.07847,-30.255535,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p027.png,0
-26.777813,-24.394276,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p028.png,0
-48.2187,-10.343429,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011450_p029.png,9
-33.743427,-25.416676,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p001.png,3
-46.600246,-14.686008,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p002.png,9
2.4238408,-29.145176,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p003.png,2
-7.0449586,-1.9430909,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p004.png,8
-16.605366,-14.068931,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p005.png,5
1.3936007,-10.654706,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p006.png,8
-17.753553,-14.130483,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p007.png,8
-6.6634846,1.4545699,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p008.png,8
-16.94173,-11.819166,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p009.png,8
-14.920395,4.1116023,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p010.png,8
-16.153715,-14.454425,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p011.png,5
-10.874928,-5.1644316,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p012.png,8
-16.967218,-12.867093,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p013.png,8
-10.221503,0.9108799,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p014.png,5
-16.931955,-12.971707,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p015.png,8
2.3743541,-18.336805,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p016.png,2
-17.98926,-14.3037815,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p017.png,5
-0.3090459,-11.841466,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p018.png,8
24.437166,-12.679808,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p019.png,2
-11.622829,-2.2545774,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p020.png,8
7.5627007,-25.39215,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p021.png,8
-8.418092,-1.146513,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p022.png,8
14.364392,16.774267,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p023.png,4
-14.039165,-24.13651,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p024.png,0
-28.080803,-30.198528,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p025.png,0
-26.611961,-22.98735,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p026.png,0
-49.437607,-10.422357,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011462_p027.png,9
-34.840893,-25.109911,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p001.png,3
-46.74454,-14.411416,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p002.png,9
0.6740845,-29.370874,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p003.png,2
-5.936887,8.789826,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p004.png,6
-13.181506,-13.269787,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p005.png,8
-6.094148,1.322609,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p006.png,8
-9.232773,-19.456179,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p007.png,5
-4.9634366,-13.796317,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p008.png,6
-9.160162,-19.597492,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p009.png,5
-4.195328,-15.549331,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p010.png,8
-8.376676,-18.761122,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p011.png,5
-8.584414,1.7406819,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p012.png,8
-9.987836,-18.790707,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p013.png,2
-7.50398,-2.646596,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p014.png,8
-21.066828,-11.865436,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p015.png,6
-7.696216,-18.492914,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p016.png,5
-10.686981,-19.346384,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p017.png,8
-8.804747,-1.6604614,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p018.png,5
30.1476,5.273042,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p019.png,1
-0.8680739,24.484715,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p020.png,6
-25.466166,-29.765785,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p021.png,0
-27.253147,-24.562319,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p022.png,0
-47.872444,-10.6696825,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011472_p023.png,9
0.023639377,-32.47672,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p001.png,2
2.179918,27.856726,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p002.png,4
17.718155,-20.72482,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p003.png,2
-5.4589434,-7.614875,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p004.png,6
37.575535,12.217246,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p005.png,4
8.613773,9.543533,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p006.png,8
17.446428,-18.881456,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p007.png,2
22.248407,7.955034,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p008.png,1
37.81475,13.137764,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p009.png,1
15.323683,-15.998501,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p010.png,2
37.39578,13.079954,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p011.png,1
23.411554,7.192422,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p012.png,1
36.83504,13.476066,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p013.png,1
23.107994,7.506897,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p014.png,6
35.53375,1.775671,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p015.png,6
25.62382,2.7414641,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p016.png,1
35.52408,2.2824025,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p017.png,1
16.722631,3.7099257,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p018.png,1
13.593885,1.0222231,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p019.png,8
18.603388,12.185715,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p020.png,1
17.50499,-18.677416,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p021.png,2
0.3463428,31.692827,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p022.png,4
35.8274,0.9500365,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p023.png,6
19.480389,12.268153,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p024.png,1
27.82252,11.050393,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p025.png,1
-22.8585,12.862826,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p026.png,6
-24.461508,-21.904436,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011643_p027.png,0
-7.8354115,-28.996126,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p001.png,6
16.926296,-16.711218,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p002.png,2
35.19486,15.700376,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p003.png,1
18.702784,-7.498017,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p004.png,2
30.727491,19.997227,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p005.png,1
12.595082,10.55453,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p006.png,1
13.200105,-20.224907,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p007.png,2
20.14708,-4.868977,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p008.png,5
14.546463,26.386831,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p009.png,4
7.731438,0.5346647,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p010.png,8
21.38118,-10.1465845,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p011.png,2
13.185879,-1.1121225,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p012.png,5
28.972034,17.40111,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p013.png,1
18.664892,4.5678196,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p014.png,1
21.607115,-8.983497,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p015.png,2
-1.1881729,-1.2093555,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p016.png,8
35.236767,15.457323,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p017.png,1
1.4027447,-16.736547,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p018.png,8
9.300253,-6.598999,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p019.png,8
-25.499388,-31.187319,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p020.png,0
-24.208797,-31.516127,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p021.png,0
-35.502792,-23.289639,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011668_p022.png,3
-1.0142329,-33.06272,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p001.png,2
-2.8506942,-0.22391847,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p002.png,8
30.26329,27.150993,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p003.png,5
-14.068037,5.8560314,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p004.png,8
27.721409,1.4690162,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p005.png,1
1.6286478,-2.0336874,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p006.png,5
-0.9369665,5.7461185,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p007.png,5
21.699875,14.48762,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p008.png,1
31.504475,26.945366,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p009.png,5
10.004645,-1.9938024,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p010.png,5
29.690722,27.807919,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p011.png,5
11.386444,-2.041268,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p012.png,5
30.718275,27.0756,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p013.png,1
12.022385,-12.48891,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p014.png,2
-0.95856684,5.753011,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p015.png,5
11.697721,-0.5207856,Humanities,data\academic_data\paper_001\images\Humanities\HA_0032_0011694_p016.png,5
